Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS01,Chrome 126.0.0.0,,,17-07-2024 13:54:10,17-07-2024 13:54:28,"18,314s",PASSED
,,,,,,,
Test Cases/WebTest/TC01,Chrome 126.0.0.0,,,17-07-2024 13:54:10,17-07-2024 13:54:28,"18,074s",PASSED
"openBrowser(""www.wikipedia.org"")",Chrome 126.0.0.0,,,17-07-2024 13:54:11,17-07-2024 13:54:16,"5,126s",PASSED
maximizeWindow(),Chrome 126.0.0.0,,,17-07-2024 13:54:16,17-07-2024 13:54:16,"0,070s",PASSED
"click(findTestObject(""Page_Wikipedia/button_English""))",Chrome 126.0.0.0,,,17-07-2024 13:54:16,17-07-2024 13:54:18,"2,247s",PASSED
"waitForElementPresent(findTestObject(""Page_Wikipedia/icon_Search""), 0)",Chrome 126.0.0.0,,,17-07-2024 13:54:18,17-07-2024 13:54:18,"0,333s",PASSED
delay(0),Chrome 126.0.0.0,,,17-07-2024 13:54:18,17-07-2024 13:54:18,"0,072s",PASSED
"takeScreenshotAsCheckpoint(""First Page Wikipedia"")",Chrome 126.0.0.0,,,17-07-2024 13:54:18,17-07-2024 13:54:19,"0,809s",PASSED
"setText(findTestObject(""Page_Wikipedia/input_Search""), SearchWikiWeb)",Chrome 126.0.0.0,,,17-07-2024 13:54:19,17-07-2024 13:54:20,"0,864s",PASSED
"sendKeys(findTestObject(""Page_Wikipedia/input_Search""), Keys.chord(ENTER))",Chrome 126.0.0.0,,,17-07-2024 13:54:20,17-07-2024 13:54:22,"2,006s",PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 126.0.0.0,,,17-07-2024 13:54:22,17-07-2024 13:54:27,"5,045s",PASSED
"takeScreenshotAsCheckpoint(""Second Page Wikipedia"")",Chrome 126.0.0.0,,,17-07-2024 13:54:27,17-07-2024 13:54:28,"0,604s",PASSED
closeBrowser(),Chrome 126.0.0.0,,,17-07-2024 13:54:28,17-07-2024 13:54:28,"0,423s",PASSED
