Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS02,Chrome 126.0.0.0,,,17-07-2024 14:53:07,17-07-2024 14:53:23,"16,285s",PASSED
,,,,,,,
Test Cases/WebTest/TC02,Chrome 126.0.0.0,,,17-07-2024 14:53:07,17-07-2024 14:53:23,"16,151s",PASSED
"openBrowser(""www.wikipedia.org"")",Chrome 126.0.0.0,,,17-07-2024 14:53:08,17-07-2024 14:53:12,"4,302s",PASSED
maximizeWindow(),Chrome 126.0.0.0,,,17-07-2024 14:53:12,17-07-2024 14:53:12,"0,056s",PASSED
"click(findTestObject(""Page_Wikipedia/button_English""))",Chrome 126.0.0.0,,,17-07-2024 14:53:12,17-07-2024 14:53:13,"1,180s",PASSED
"waitForElementPresent(findTestObject(""Page_Wikipedia/icon_Search""), 0)",Chrome 126.0.0.0,,,17-07-2024 14:53:13,17-07-2024 14:53:14,"0,632s",PASSED
delay(0),Chrome 126.0.0.0,,,17-07-2024 14:53:14,17-07-2024 14:53:14,"0,016s",PASSED
"takeScreenshotAsCheckpoint(""First Page Wikipedia"")",Chrome 126.0.0.0,,,17-07-2024 14:53:14,17-07-2024 14:53:14,"0,645s",PASSED
"setText(findTestObject(""Page_Wikipedia/input_Search""), SearchWikiWeb)",Chrome 126.0.0.0,,,17-07-2024 14:53:14,17-07-2024 14:53:15,"0,747s",PASSED
"sendKeys(findTestObject(""Page_Wikipedia/input_Search""), Keys.chord(ENTER))",Chrome 126.0.0.0,,,17-07-2024 14:53:15,17-07-2024 14:53:18,"2,535s",PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 126.0.0.0,,,17-07-2024 14:53:18,17-07-2024 14:53:23,"5,015s",PASSED
"takeScreenshotAsCheckpoint(""Second Page Wikipedia"")",Chrome 126.0.0.0,,,17-07-2024 14:53:23,17-07-2024 14:53:23,"0,452s",PASSED
closeBrowser(),Chrome 126.0.0.0,,,17-07-2024 14:53:23,17-07-2024 14:53:23,"0,325s",PASSED
