Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS01,Chrome 126.0.0.0,,,17-07-2024 17:25:22,17-07-2024 17:25:37,"15,290s",PASSED
,,,,,,,
Test Cases/WebTest/TC01,Chrome 126.0.0.0,,,17-07-2024 17:25:22,17-07-2024 17:25:37,"15,069s",PASSED
"openBrowser(""www.wikipedia.org"")",Chrome 126.0.0.0,,,17-07-2024 17:25:22,17-07-2024 17:25:26,"3,681s",PASSED
maximizeWindow(),Chrome 126.0.0.0,,,17-07-2024 17:25:26,17-07-2024 17:25:26,"0,079s",PASSED
"click(findTestObject(""Page_Wikipedia/button_English""))",Chrome 126.0.0.0,,,17-07-2024 17:25:26,17-07-2024 17:25:27,"1,052s",PASSED
"waitForElementPresent(findTestObject(""Page_Wikipedia/icon_Search""), 0)",Chrome 126.0.0.0,,,17-07-2024 17:25:27,17-07-2024 17:25:28,"0,565s",PASSED
delay(0),Chrome 126.0.0.0,,,17-07-2024 17:25:28,17-07-2024 17:25:28,"0,058s",PASSED
"takeScreenshotAsCheckpoint(""First Page Wikipedia"")",Chrome 126.0.0.0,,,17-07-2024 17:25:28,17-07-2024 17:25:29,"0,792s",PASSED
"setText(findTestObject(""Page_Wikipedia/input_Search""), SearchWikiWeb)",Chrome 126.0.0.0,,,17-07-2024 17:25:29,17-07-2024 17:25:29,"0,795s",PASSED
"sendKeys(findTestObject(""Page_Wikipedia/input_Search""), Keys.chord(ENTER))",Chrome 126.0.0.0,,,17-07-2024 17:25:29,17-07-2024 17:25:31,"1,722s",PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 126.0.0.0,,,17-07-2024 17:25:31,17-07-2024 17:25:36,"5,039s",PASSED
"takeScreenshotAsCheckpoint(""Second Page Wikipedia"")",Chrome 126.0.0.0,,,17-07-2024 17:25:36,17-07-2024 17:25:37,"0,580s",PASSED
closeBrowser(),Chrome 126.0.0.0,,,17-07-2024 17:25:37,17-07-2024 17:25:37,"0,240s",PASSED
