Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS03,Chrome 126.0.0.0,,,12-07-2024 19:58:40,12-07-2024 19:58:54,"14,394s",PASSED
,,,,,,,
Test Cases/Create Test Case/TC03,Chrome 126.0.0.0,,,12-07-2024 19:58:40,12-07-2024 19:58:54,"14,244s",PASSED
"openBrowser(""www.wikipedia.org"")",Chrome 126.0.0.0,,,12-07-2024 19:58:40,12-07-2024 19:58:43,"3,159s",PASSED
maximizeWindow(),Chrome 126.0.0.0,,,12-07-2024 19:58:43,12-07-2024 19:58:44,"0,059s",PASSED
"click(findTestObject(""Page_Wikipedia/button_English""))",Chrome 126.0.0.0,,,12-07-2024 19:58:44,12-07-2024 19:58:44,"0,938s",PASSED
"waitForElementPresent(findTestObject(""Page_Wikipedia/icon_Search""), 0)",Chrome 126.0.0.0,,,12-07-2024 19:58:44,12-07-2024 19:58:45,"0,533s",PASSED
delay(0),Chrome 126.0.0.0,,,12-07-2024 19:58:45,12-07-2024 19:58:45,"0,020s",PASSED
"takeScreenshotAsCheckpoint(""First Page Wikipedia"")",Chrome 126.0.0.0,,,12-07-2024 19:58:45,12-07-2024 19:58:46,"0,568s",PASSED
"setText(findTestObject(""Page_Wikipedia/input_Search""), ""Chris Evans"")",Chrome 126.0.0.0,,,12-07-2024 19:58:46,12-07-2024 19:58:46,"0,729s",PASSED
"sendKeys(findTestObject(""Page_Wikipedia/input_Search""), Keys.chord(ENTER))",Chrome 126.0.0.0,,,12-07-2024 19:58:46,12-07-2024 19:58:49,"2,490s",PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 126.0.0.0,,,12-07-2024 19:58:49,12-07-2024 19:58:54,"5,019s",PASSED
"takeScreenshotAsCheckpoint(""Second Page Wikipedia"")",Chrome 126.0.0.0,,,12-07-2024 19:58:54,12-07-2024 19:58:54,"0,419s",PASSED
