Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS02,Chrome 126.0.0.0,,,17-07-2024 14:42:43,17-07-2024 14:42:58,"14,474s",PASSED
,,,,,,,
Test Cases/WebTest/TC02,Chrome 126.0.0.0,,,17-07-2024 14:42:43,17-07-2024 14:42:58,"14,341s",PASSED
"openBrowser(""www.wikipedia.org"")",Chrome 126.0.0.0,,,17-07-2024 14:42:44,17-07-2024 14:42:47,"3,118s",PASSED
maximizeWindow(),Chrome 126.0.0.0,,,17-07-2024 14:42:47,17-07-2024 14:42:47,"0,051s",PASSED
"click(findTestObject(""Page_Wikipedia/button_English""))",Chrome 126.0.0.0,,,17-07-2024 14:42:47,17-07-2024 14:42:48,"1,153s",PASSED
"waitForElementPresent(findTestObject(""Page_Wikipedia/icon_Search""), 0)",Chrome 126.0.0.0,,,17-07-2024 14:42:48,17-07-2024 14:42:49,"0,825s",PASSED
delay(0),Chrome 126.0.0.0,,,17-07-2024 14:42:49,17-07-2024 14:42:49,"0,023s",PASSED
"takeScreenshotAsCheckpoint(""First Page Wikipedia"")",Chrome 126.0.0.0,,,17-07-2024 14:42:49,17-07-2024 14:42:49,"0,540s",PASSED
"setText(findTestObject(""Page_Wikipedia/input_Search""), SearchWikiWeb)",Chrome 126.0.0.0,,,17-07-2024 14:42:49,17-07-2024 14:42:50,"0,704s",PASSED
"sendKeys(findTestObject(""Page_Wikipedia/input_Search""), Keys.chord(ENTER))",Chrome 126.0.0.0,,,17-07-2024 14:42:50,17-07-2024 14:42:52,"1,934s",PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 126.0.0.0,,,17-07-2024 14:42:52,17-07-2024 14:42:57,"5,017s",PASSED
"takeScreenshotAsCheckpoint(""Second Page Wikipedia"")",Chrome 126.0.0.0,,,17-07-2024 14:42:57,17-07-2024 14:42:57,"0,428s",PASSED
closeBrowser(),Chrome 126.0.0.0,,,17-07-2024 14:42:57,17-07-2024 14:42:58,"0,235s",PASSED
