Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS01,Chrome 126.0.0.0,,,17-07-2024 14:12:40,17-07-2024 14:12:56,"16,050s",PASSED
,,,,,,,
Test Cases/WebTest/TC01,Chrome 126.0.0.0,,,17-07-2024 14:12:40,17-07-2024 14:12:56,"15,848s",PASSED
"openBrowser(""www.wikipedia.org"")",Chrome 126.0.0.0,,,17-07-2024 14:12:41,17-07-2024 14:12:45,"3,830s",PASSED
maximizeWindow(),Chrome 126.0.0.0,,,17-07-2024 14:12:45,17-07-2024 14:12:45,"0,080s",PASSED
"click(findTestObject(""Page_Wikipedia/button_English""))",Chrome 126.0.0.0,,,17-07-2024 14:12:45,17-07-2024 14:12:46,"1,114s",PASSED
"waitForElementPresent(findTestObject(""Page_Wikipedia/icon_Search""), 0)",Chrome 126.0.0.0,,,17-07-2024 14:12:46,17-07-2024 14:12:47,"0,661s",PASSED
delay(0),Chrome 126.0.0.0,,,17-07-2024 14:12:47,17-07-2024 14:12:47,"0,066s",PASSED
"takeScreenshotAsCheckpoint(""First Page Wikipedia"")",Chrome 126.0.0.0,,,17-07-2024 14:12:47,17-07-2024 14:12:48,"0,809s",PASSED
"setText(findTestObject(""Page_Wikipedia/input_Search""), SearchWikiWeb)",Chrome 126.0.0.0,,,17-07-2024 14:12:48,17-07-2024 14:12:48,"0,923s",PASSED
"sendKeys(findTestObject(""Page_Wikipedia/input_Search""), Keys.chord(ENTER))",Chrome 126.0.0.0,,,17-07-2024 14:12:48,17-07-2024 14:12:50,"1,704s",PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 126.0.0.0,,,17-07-2024 14:12:50,17-07-2024 14:12:55,"5,040s",PASSED
"takeScreenshotAsCheckpoint(""Second Page Wikipedia"")",Chrome 126.0.0.0,,,17-07-2024 14:12:55,17-07-2024 14:12:56,"0,566s",PASSED
closeBrowser(),Chrome 126.0.0.0,,,17-07-2024 14:12:56,17-07-2024 14:12:56,"0,566s",PASSED
