Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS03,Chrome 126.0.0.0,,,17-07-2024 15:02:15,17-07-2024 15:02:29,"14,140s",PASSED
,,,,,,,
Test Cases/WebTest/TC03,Chrome 126.0.0.0,,,17-07-2024 15:02:15,17-07-2024 15:02:29,"13,995s",PASSED
"openBrowser(""www.wikipedia.org"")",Chrome 126.0.0.0,,,17-07-2024 15:02:15,17-07-2024 15:02:18,"2,909s",PASSED
maximizeWindow(),Chrome 126.0.0.0,,,17-07-2024 15:02:18,17-07-2024 15:02:18,"0,050s",PASSED
"click(findTestObject(""Page_Wikipedia/button_English""))",Chrome 126.0.0.0,,,17-07-2024 15:02:18,17-07-2024 15:02:19,"1,276s",PASSED
"waitForElementPresent(findTestObject(""Page_Wikipedia/icon_Search""), 0)",Chrome 126.0.0.0,,,17-07-2024 15:02:19,17-07-2024 15:02:20,"0,626s",PASSED
delay(0),Chrome 126.0.0.0,,,17-07-2024 15:02:20,17-07-2024 15:02:20,"0,016s",PASSED
"takeScreenshotAsCheckpoint(""First Page Wikipedia"")",Chrome 126.0.0.0,,,17-07-2024 15:02:20,17-07-2024 15:02:20,"0,683s",PASSED
"setText(findTestObject(""Page_Wikipedia/input_Search""), SearchWikiWeb)",Chrome 126.0.0.0,,,17-07-2024 15:02:20,17-07-2024 15:02:21,"0,691s",PASSED
"sendKeys(findTestObject(""Page_Wikipedia/input_Search""), Keys.chord(ENTER))",Chrome 126.0.0.0,,,17-07-2024 15:02:21,17-07-2024 15:02:23,"1,734s",PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 126.0.0.0,,,17-07-2024 15:02:23,17-07-2024 15:02:28,"5,022s",PASSED
"takeScreenshotAsCheckpoint(""Second Page Wikipedia"")",Chrome 126.0.0.0,,,17-07-2024 15:02:28,17-07-2024 15:02:28,"0,451s",PASSED
closeBrowser(),Chrome 126.0.0.0,,,17-07-2024 15:02:28,17-07-2024 15:02:29,"0,243s",PASSED
