Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS01,Chrome 126.0.0.0,,,17-07-2024 14:47:06,17-07-2024 14:47:21,"14,282s",PASSED
,,,,,,,
Test Cases/WebTest/TC01,Chrome 126.0.0.0,,,17-07-2024 14:47:06,17-07-2024 14:47:21,"14,114s",PASSED
"openBrowser(""www.wikipedia.org"")",Chrome 126.0.0.0,,,17-07-2024 14:47:07,17-07-2024 14:47:10,"3,149s",PASSED
maximizeWindow(),Chrome 126.0.0.0,,,17-07-2024 14:47:10,17-07-2024 14:47:10,"0,067s",PASSED
"click(findTestObject(""Page_Wikipedia/button_English""))",Chrome 126.0.0.0,,,17-07-2024 14:47:10,17-07-2024 14:47:11,"1,076s",PASSED
"waitForElementPresent(findTestObject(""Page_Wikipedia/icon_Search""), 0)",Chrome 126.0.0.0,,,17-07-2024 14:47:11,17-07-2024 14:47:12,"0,634s",PASSED
delay(0),Chrome 126.0.0.0,,,17-07-2024 14:47:12,17-07-2024 14:47:12,"0,023s",PASSED
"takeScreenshotAsCheckpoint(""First Page Wikipedia"")",Chrome 126.0.0.0,,,17-07-2024 14:47:12,17-07-2024 14:47:12,"0,540s",PASSED
"setText(findTestObject(""Page_Wikipedia/input_Search""), SearchWikiWeb)",Chrome 126.0.0.0,,,17-07-2024 14:47:12,17-07-2024 14:47:13,"0,693s",PASSED
"sendKeys(findTestObject(""Page_Wikipedia/input_Search""), Keys.chord(ENTER))",Chrome 126.0.0.0,,,17-07-2024 14:47:13,17-07-2024 14:47:15,"1,937s",PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 126.0.0.0,,,17-07-2024 14:47:15,17-07-2024 14:47:20,"5,021s",PASSED
"takeScreenshotAsCheckpoint(""Second Page Wikipedia"")",Chrome 126.0.0.0,,,17-07-2024 14:47:20,17-07-2024 14:47:20,"0,446s",PASSED
closeBrowser(),Chrome 126.0.0.0,,,17-07-2024 14:47:20,17-07-2024 14:47:21,"0,188s",PASSED
