Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS02,Chrome 126.0.0.0,,,12-07-2024 20:04:37,12-07-2024 20:04:50,"13,358s",PASSED
,,,,,,,
Test Cases/Create Test Case/TC02,Chrome 126.0.0.0,,,12-07-2024 20:04:37,12-07-2024 20:04:50,"13,217s",PASSED
"openBrowser(""www.wikipedia.org"")",Chrome 126.0.0.0,,,12-07-2024 20:04:37,12-07-2024 20:04:41,"3,222s",PASSED
maximizeWindow(),Chrome 126.0.0.0,,,12-07-2024 20:04:41,12-07-2024 20:04:41,"0,063s",PASSED
"click(findTestObject(""Page_Wikipedia/button_English""))",Chrome 126.0.0.0,,,12-07-2024 20:04:41,12-07-2024 20:04:42,"0,958s",PASSED
"waitForElementPresent(findTestObject(""Page_Wikipedia/icon_Search""), 0)",Chrome 126.0.0.0,,,12-07-2024 20:04:42,12-07-2024 20:04:42,"0,540s",PASSED
delay(0),Chrome 126.0.0.0,,,12-07-2024 20:04:42,12-07-2024 20:04:42,"0,025s",PASSED
"takeScreenshotAsCheckpoint(""First Page Wikipedia"")",Chrome 126.0.0.0,,,12-07-2024 20:04:42,12-07-2024 20:04:43,"0,591s",PASSED
"setText(findTestObject(""Page_Wikipedia/input_Search""), ""Chris Hemsworth"")",Chrome 126.0.0.0,,,12-07-2024 20:04:43,12-07-2024 20:04:43,"0,691s",PASSED
"sendKeys(findTestObject(""Page_Wikipedia/input_Search""), Keys.chord(ENTER))",Chrome 126.0.0.0,,,12-07-2024 20:04:43,12-07-2024 20:04:45,"1,356s",PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 126.0.0.0,,,12-07-2024 20:04:45,12-07-2024 20:04:50,"5,026s",PASSED
"takeScreenshotAsCheckpoint(""Second Page Wikipedia"")",Chrome 126.0.0.0,,,12-07-2024 20:04:50,12-07-2024 20:04:50,"0,463s",PASSED
