Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS01,Chrome 126.0.0.0,,,19-07-2024 15:39:43,19-07-2024 15:39:57,"14,092s",PASSED
,,,,,,,
Test Cases/WebTest/TC01,Chrome 126.0.0.0,,,19-07-2024 15:39:43,19-07-2024 15:39:57,"13,939s",PASSED
"openBrowser(""www.wikipedia.org"")",Chrome 126.0.0.0,,,19-07-2024 15:39:44,19-07-2024 15:39:46,"2,280s",PASSED
maximizeWindow(),Chrome 126.0.0.0,,,19-07-2024 15:39:46,19-07-2024 15:39:46,"0,073s",PASSED
"click(findTestObject(""Page_Wikipedia/button_English""))",Chrome 126.0.0.0,,,19-07-2024 15:39:46,19-07-2024 15:39:47,"0,994s",PASSED
"waitForElementPresent(findTestObject(""Page_Wikipedia/icon_Search""), 0)",Chrome 126.0.0.0,,,19-07-2024 15:39:47,19-07-2024 15:39:48,"0,593s",PASSED
delay(0),Chrome 126.0.0.0,,,19-07-2024 15:39:48,19-07-2024 15:39:48,"0,032s",PASSED
"takeScreenshotAsCheckpoint(""First Page Wikipedia"")",Chrome 126.0.0.0,,,19-07-2024 15:39:48,19-07-2024 15:39:48,"0,658s",PASSED
"click(findTestObject(""Page_Wikipedia/input_Search""))",Chrome 126.0.0.0,,,19-07-2024 15:39:48,19-07-2024 15:39:49,"0,354s",PASSED
"setText(findTestObject(""Page_Wikipedia/input_Search""), SearchWikiWeb)",Chrome 126.0.0.0,,,19-07-2024 15:39:49,19-07-2024 15:39:50,"1,123s",PASSED
"sendKeys(findTestObject(""Page_Wikipedia/input_Search""), Keys.chord(ENTER))",Chrome 126.0.0.0,,,19-07-2024 15:39:50,19-07-2024 15:39:52,"1,775s",PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 126.0.0.0,,,19-07-2024 15:39:52,19-07-2024 15:39:57,"5,038s",PASSED
"takeScreenshotAsCheckpoint(""Second Page Wikipedia"")",Chrome 126.0.0.0,,,19-07-2024 15:39:57,19-07-2024 15:39:57,"0,476s",PASSED
closeBrowser(),Chrome 126.0.0.0,,,19-07-2024 15:39:57,19-07-2024 15:39:57,"0,222s",PASSED
